0.047677707	-0.060638376	0.04174037	-0.12677345	-0.06413335	0.0987517	0.044866607	-0.0135173015	0.06904722	0.0012537949	0.005532824	0.06691078	0.049394276	0.0006368308	0.08129834	-0.06746369
0.054194238	-0.18145712	0.018838428	-0.15813114	-0.1283074	0.0984495	0.016811917	-0.06716658	0.07098612	-0.13172215	-0.055656675	0.007185274	0.0028270578	-0.1756444	0.13770774	-0.10964359
0.13187698	-0.22468852	-0.0695083	-0.15233754	-0.18876822	0.22111462	0.09234252	-0.15537642	0.0844481	-0.16460942	-0.14459296	-0.012728768	-0.05786228	-0.24417637	0.31424943	-0.2533784
-0.3739171	0.5477534	0.3840261	-0.32479686	0.5376307	-0.5686691	-0.4143858	0.48270372	-0.40848935	0.5050789	0.5241545	0.42235926	0.4354643	0.62762684	-0.6707641	0.61545014
0.043971546	0.02598222	0.04973916	-0.070202775	0.02286392	-0.016912743	-0.055777237	-0.020882241	-0.014966757	-0.017075792	-0.016676573	0.05576846	0.04100807	-0.012977996	-0.039041914	-0.0007102393
0.062948644	-0.030729342	-0.0211426	-0.010692464	-0.08405039	0.023471873	0.016893204	-0.04814886	0.070488855	-0.05085737	-0.05935325	-0.01769195	-0.053758364	-0.07902021	0.07443075	0.014735428
-0.31395414	0.4877992	0.38639724	-0.28618693	0.5052882	-0.53312105	-0.3962395	0.44243148	-0.35479167	0.41986024	0.45482028	0.33611882	0.30004132	0.55163556	-0.58406115	0.5929315
0.0233974	-0.035054736	-0.029818766	-0.06689935	-0.026496649	0.06481924	0.03882924	-0.023588177	0.089560226	-0.09235088	-0.07723515	0.01681911	-0.05139856	-0.06974838	0.028409788	-0.015235994
-0.24167782	0.36769223	0.33205923	-0.28605348	0.39492473	-0.44883984	-0.36236936	0.3773847	-0.28295177	0.32944047	0.39675805	0.35695264	0.30106425	0.4587668	-0.5153117	0.5258996
0.014939368	-0.016010994	0.03908965	-0.04323409	0.00021540496	0.051639635	0.017513469	-0.019448252	0.06868021	-0.05199157	-0.071903475	0.029648716	0.013348696	-0.0061332174	0.07471908	-0.056347925
-0.39203113	0.48546803	0.47467497	-0.3555636	0.56836617	-0.59185153	-0.4225796	0.55687994	-0.4325321	0.46595174	0.5290147	0.41784135	0.4303928	0.65122837	-0.59529823	0.600249
0.09878321	-0.14574572	-0.10472445	-0.017542144	-0.13959724	0.12857029	0.15280125	-0.09724863	0.11139842	-0.13091187	-0.13322718	-0.042474594	-0.08178961	-0.15051506	0.2069152	-0.15235604
-0.15401933	0.36820096	0.25299495	-0.20029442	0.33760524	-0.37865627	-0.24644874	0.22654949	-0.27371472	0.27620676	0.334739	0.19883913	0.21681431	0.39758337	-0.42343715	0.38334927
0.3466656	-0.4919274	-0.22499505	0.08649707	-0.4355766	0.4309396	0.30340666	-0.37155584	0.28795987	-0.3718817	-0.3926959	-0.2132352	-0.23622432	-0.46549106	0.53328526	-0.47494677
0.05561198	-0.025468048	-0.02563737	-0.030482007	0.021238655	0.015613384	0.027779376	0.007106998	0.0008197442	-0.010793638	-0.04186688	-0.0141643705	-0.007498126	-0.0086851325	0.05770761	-0.010859417
-0.06988987	0.03351526	0.06270924	-0.08483055	0.04232246	-0.057518236	-0.09150185	0.07170531	-0.03982441	-0.016909175	-0.010849012	0.04426191	0.058006212	0.03525932	-0.02057637	0.041157454
0.07443147	-0.14285548	-0.09004934	-0.015095816	-0.0888773	0.10063106	0.06161436	-0.12688543	0.060497314	-0.030515002	-0.111214295	-0.02271317	-0.062800385	-0.06915921	0.05215404	-0.071416184
-0.08737998	0.13846408	0.07966152	-0.056399472	0.18261275	-0.13168457	-0.13465004	0.14844134	-0.075392276	0.15229551	0.17566577	0.07986686	0.03730259	0.13350818	-0.16546278	0.17582381
0.06173182	-0.096686795	-0.0720268	-0.0056825606	-0.16831425	0.112905234	0.05081996	-0.09459102	0.09554928	-0.118237585	-0.086027645	-0.02869797	-0.018130613	-0.08941318	0.15447919	-0.1903206
-0.2381044	0.35195857	0.24480559	-0.22516884	0.33303007	-0.3210741	-0.25545087	0.28278118	-0.28494114	0.3002057	0.33069417	0.26053643	0.27424094	0.3558767	-0.41843843	0.381248
-0.11615119	0.15401872	0.17450392	-0.18995903	0.17907201	-0.14604492	-0.10350577	0.12943998	-0.12918106	0.14879559	0.14215845	0.12529765	0.14940403	0.18430649	-0.08626068	0.1579873
-0.011764364	-0.025128437	0.010159004	-0.063872956	-0.076334484	0.045307867	0.028040774	-0.06697065	0.055486314	-0.084083244	-0.052011944	0.0064462526	-0.013524355	-0.10953349	0.15199448	-0.12562259
0.09336211	-0.14528377	-0.04393916	-0.06343324	-0.076724164	0.08062849	0.088843614	-0.07165727	0.028019387	-0.10963358	-0.091385186	-0.0609925	-0.014785188	-0.09793244	0.15710838	-0.12038052
0.054779127	-0.0140664	-0.07895642	-0.051655278	-0.01158189	0.041514374	-0.0034603889	-0.05748894	0.0470007	-0.08957706	-0.034806	-0.021259584	-0.02762619	-0.0034414448	0.075840086	-0.055664826
-0.3494409	0.39978504	0.37246484	-0.41585895	0.449454	-0.45407617	-0.43670377	0.42905417	-0.42851216	0.46907064	0.3881546	0.3633028	0.39142385	0.4886687	-0.4441762	0.4698167
-0.021506343	-0.017293874	0.030595267	-0.06355114	-0.020698903	-0.0053572613	-0.0415275	0.06394096	-0.032236177	0.047150284	-0.0006899191	0.07167021	0.05900846	0.03922744	0.014596066	-0.010676474
0.13643101	-0.0726369	-0.09882843	-0.003080697	-0.091135755	0.12525152	0.08912868	-0.099777915	0.08793978	-0.086254135	-0.13290736	-0.09049439	-0.023273498	-0.1018555	0.12028292	-0.09971102
0.022596583	0.025807453	0.025386922	-0.06200288	-0.062721536	0.0073973746	-0.014277913	0.013936474	-0.05387179	-0.053261716	0.024060013	0.075677134	-0.023244347	0.005949654	0.018214026	-0.011542069
0.13587965	-0.14715786	-0.12077416	0.11139948	-0.20890424	0.18707465	0.19428188	-0.124383695	0.1538834	-0.19556722	-0.122096494	-0.17221844	-0.15914422	-0.16260342	0.16316368	-0.20227566
-0.31235132	0.36151597	0.28374332	-0.29533184	0.37165955	-0.42294633	-0.32969013	0.3919384	-0.28881174	0.36524335	0.3570447	0.3283451	0.23583794	0.40628266	-0.46405092	0.39384556
-0.51974064	0.58409685	0.5386307	-0.43454564	0.5925453	-0.66097564	-0.5183315	0.54395354	-0.53555804	0.55703264	0.59531134	0.52919006	0.44434148	0.6365726	-0.6363088	0.6295698
-0.097160086	0.060687467	0.122498326	-0.07164026	0.18007462	-0.17784177	-0.12096174	0.15926424	-0.1128723	0.11608906	0.15378372	0.06063183	0.08524827	0.14947464	-0.19296017	0.15584254
-0.29505736	0.26888835	0.34402955	-0.28845882	0.32187688	-0.34466177	-0.29989183	0.3747803	-0.2923363	0.30208343	0.36313272	0.32660142	0.34814224	0.3313497	-0.3043917	0.3159764
0.13075256	-0.18452561	-0.12581857	0.1349407	-0.16882387	0.2514089	0.14831479	-0.12033086	0.18282874	-0.17550234	-0.21167693	-0.11496601	-0.10965919	-0.22119585	0.25329474	-0.1620336
0.18989298	-0.19516557	-0.15199377	0.08163852	-0.19605678	0.20973554	0.16244058	-0.17273991	0.23103602	-0.2273015	-0.24733067	-0.107161626	-0.13101538	-0.28759485	0.30112448	-0.27287
-0.088179804	0.083836734	0.07477624	-0.14140968	0.09455231	-0.076162525	-0.09648974	0.066029675	-0.11360827	0.073157415	0.102684885	0.121733986	0.05286946	0.050092183	-0.044745885	0.07928191
0.16389544	-0.15713286	-0.1514204	0.061430465	-0.1640923	0.2140784	0.105447784	-0.18706666	0.16407156	-0.18500328	-0.17840919	-0.10802715	-0.09620827	-0.19258618	0.2518829	-0.1824872
0.08045452	-0.15685657	-0.11142175	-0.005479134	-0.11722985	0.102145985	0.09819495	-0.15008652	0.105775595	-0.10439424	-0.079686694	-0.07842039	-0.00996556	-0.1479014	0.15739594	-0.18659896
